Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1374859642577248266,"Check out photos of the local #FirstTen action by #ATL, #Georgia immigration courts &amp; #DowntownConnector

Sign up for events this week: https://t.co/eZQNhuVvVZ
Sign &amp; share petition: https://t.co/YyLjBLw7L7

#AbolishICE #ShutDownStewart #ShutDownFolkston
#CommunitiesNotCages https://t.co/Eg3J3hh7nQ",GA Detention Watch,GaDetWatch,2021-03-24T23:04:17.000Z,Wed Mar 24 23:04:17 +0000 2021,2,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://bit.ly/FirstTenAction http://bit.ly/FirstTenPetition ,8,0,photo,https://pbs.twimg.com/media/ExR6Og4XEAEd5HU.jpg,https://pbs.twimg.com/media/ExR6Og2XAAEuZER.jpg,https://pbs.twimg.com/media/ExR6Og8WEAAxSmT.jpg,https://pbs.twimg.com/media/ExR6OhSXEAEzMp1.jpg
1374858912013422599,"RT @native4data : Official U.S. race categories define Am. Indian or Alaska Native as: ""A person having origins in any of the original peoples of North, Central, &amp; South America, and who maintains tribal affiliation or community attachment."" These are INDIGENOUS BABIES at the border! #abolishICE",Ya boi Javier ??,NativeBoiJavier,2021-03-24T23:01:22.000Z,Wed Mar 24 23:01:22 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,,,,,
1374858489873330178,#keepfamiliestogether #FreeThemAll #AbolishICE #GEOGROUP #fuckICE #fuckGEO #AbolishDetention #washington #HumanRights #HumanRightsViolations #Seattle #SHUTDOWNNWDC,Liberated Voices WA,liberatedWA,2021-03-24T22:59:42.000Z,Wed Mar 24 22:59:42 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,12,0,,,,,
1374857815546863617,"RT @Xulxiyut : Can’t spell COLONIZER without the ICE

#AbolishICE",a_world_on_fire ??,coyotecorriendo,2021-03-24T22:57:01.000Z,Wed Mar 24 22:57:01 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,,,,,
1374857704586493967,"@Breaking911 San Francisco DA Kamala Harris promoted Mayor Newsom's policy to report migrant children to ICE.  Imagine voting Biden/Harris to ""stop fascism.""  We live in a cartoon.  #Democrats #AbolishICE  https://t.co/V1ruLCX0Ur",Mark Kalafatas??,MarkKalafatas,2021-03-24T22:56:35.000Z,Wed Mar 24 22:56:35 +0000 2021,1,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://www.cnn.com/2019/02/27/politics/kfile-kamala-harris-immigration-policy-answer/index.html?ofs=fbia ,2,1,,,,,
1374853779246305281,"RT @Xulxiyut : Can’t spell COLONIZER without the ICE

#AbolishICE",where all the sacred memes are???,aroomfullofpurp,2021-03-24T22:40:59.000Z,Wed Mar 24 22:40:59 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,,,,,
1374847759841386501,"RT @abolishICE_nynj : After living in the US for nearly his whole life, Hieu and 32 other Vietnamese refugees were deported by @POTUS and @VP last week. Please support his re-entry by donating to this fundraiser set up by @vietlead and @MekongNYC. If you don't have Venmo let us know. #AbolishICE https://t.co/T71JNy7d8O",nb jimin ????,joonphases,2021-03-24T22:17:04.000Z,Wed Mar 24 22:17:04 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,4,photo,https://pbs.twimg.com/media/ExQFRz7WYAID7Av.jpg,https://pbs.twimg.com/media/ExQFnlsXEAUdOoK.jpg,,
1374846858808397826,"RT @abolishICE_nynj : After living in the US for nearly his whole life, Hieu and 32 other Vietnamese refugees were deported by @POTUS and @VP last week. Please support his re-entry by donating to this fundraiser set up by @vietlead and @MekongNYC. If you don't have Venmo let us know. #AbolishICE https://t.co/T71JNy7d8O",jim seokjim,melloroll,2021-03-24T22:13:29.000Z,Wed Mar 24 22:13:29 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,4,photo,https://pbs.twimg.com/media/ExQFRz7WYAID7Av.jpg,https://pbs.twimg.com/media/ExQFnlsXEAUdOoK.jpg,,
1374843391402520577,"RT @abolishICE_nynj : After living in the US for nearly his whole life, Hieu and 32 other Vietnamese refugees were deported by @POTUS and @VP last week. Please support his re-entry by donating to this fundraiser set up by @vietlead and @MekongNYC. If you don't have Venmo let us know. #AbolishICE https://t.co/T71JNy7d8O",oliver merino,olivermerino4,2021-03-24T21:59:42.000Z,Wed Mar 24 21:59:42 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,4,photo,https://pbs.twimg.com/media/ExQFRz7WYAID7Av.jpg,https://pbs.twimg.com/media/ExQFnlsXEAUdOoK.jpg,,
1374841436366077956,"RT @abolishICE_nynj : After living in the US for nearly his whole life, Hieu and 32 other Vietnamese refugees were deported by @POTUS and @VP last week. Please support his re-entry by donating to this fundraiser set up by @vietlead and @MekongNYC. If you don't have Venmo let us know. #AbolishICE https://t.co/T71JNy7d8O",NAKASEC #Citizenship4All,nakasec,2021-03-24T21:51:56.000Z,Wed Mar 24 21:51:56 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,4,photo,https://pbs.twimg.com/media/ExQFRz7WYAID7Av.jpg,https://pbs.twimg.com/media/ExQFnlsXEAUdOoK.jpg,,
